6,493,82,0,0,1,83,53290,-1,3
3,372,124,0,0,1,83,53292,-1,3
4,255,63,0,1,0,65,-1,53255,3
3,424,141,0,1,1,65,-1,53301,3
3,156,52,0,0,1,83,53303,-1,3
3,424,141,0,1,1,65,-1,53297,3
4,411,102,0,0,1,83,53288,-1,3
3,258,86,0,1,1,65,-1,53244,3
3,373,124,0,0,1,83,53299,-1,3
5,453,90,0,0,1,83,53281,-1,3
4,412,103,0,0,1,83,53302,-1,3
3,424,141,0,1,1,65,-1,53282,3
44869,40654262,906,1,0,0,0,39764,3478,3
10,1640,164,0,0,1,83,53278,-1,3
4,464,116,0,1,1,65,-1,53290,3
5,212,42,0,0,1,83,53282,-1,3
5,741,148,0,0,1,83,53279,-1,3
17,5359,315,0,1,1,65,-1,53271,3
4,412,103,0,0,1,83,53297,-1,3
9,5643,627,0,0,1,65,53271,-1,3
4,463,115,0,1,1,65,-1,53283,3
5,320,64,1,1,1,0,27018,60042,3
4,412,103,0,0,1,83,53301,-1,3
3,425,141,0,1,1,65,-1,53299,3
8,6282,785,0,1,1,65,-1,53284,3
3,424,141,0,1,1,65,-1,53295,3
17,1904,112,1,0,0,0,60042,27018,3
16,8371,523,0,1,1,65,-1,53277,3
6,411,68,0,0,1,65,53244,-1,3
3,412,137,0,1,1,65,-1,53287,3
3,424,141,0,1,1,65,-1,53285,3
3,132,44,0,1,1,65,-1,53286,3
4,413,103,0,0,1,83,53293,-1,3
25,10633,425,0,0,1,83,53277,-1,3
11,987,89,0,0,1,83,53284,-1,3
14,1432,102,0,0,1,65,53252,-1,3
6,492,82,0,0,1,83,53286,-1,3
11,1057,96,0,1,1,65,-1,53252,3
3,361,120,0,0,1,65,53294,-1,3
5,452,90,0,0,1,83,53283,-1,3
3,120,40,0,0,1,65,53255,-1,3
6,493,82,0,0,1,83,53280,-1,3
3,132,44,0,0,1,83,53287,-1,3
141,211500,1500,0,1,1,65,-1,53362,4
217,12252,56,0,0,1,65,53358,-1,4
265,19934,75,0,0,1,65,53356,-1,4
142,9312,65,0,0,1,65,53363,-1,4
122,7280,59,0,0,1,65,53362,-1,4
280,19778,70,0,0,1,65,53355,-1,4
271,405145,1495,0,1,1,65,-1,53355,4
341,20550,60,0,0,1,65,53365,-1,4
264,16210,61,0,0,1,65,53398,-1,4
304,454916,1496,0,1,1,65,-1,53361,4
330,493332,1494,0,1,1,65,-1,53367,4
373,558437,1497,0,1,1,65,-1,53350,4
145,217500,1500,0,1,1,65,-1,53363,4
12,18000,1500,0,1,1,65,-1,53396,4
276,413984,1499,0,1,1,65,-1,53394,4
228,13092,57,0,0,1,65,53395,-1,4
310,19101,61,0,0,1,65,53367,-1,4
167,249228,1492,0,1,1,65,-1,53352,4
23,968,42,0,0,1,65,53392,-1,4
275,16612,60,0,0,1,65,53360,-1,4
282,17080,60,0,0,1,65,53359,-1,4
12,480,40,0,0,1,65,53401,-1,4
259,388500,1500,0,1,1,65,-1,53358,4
255,15046,59,0,0,1,65,53394,-1,4
144,7680,53,0,0,1,65,53352,-1,4
263,390070,1483,0,1,1,65,-1,53357,4
318,477000,1500,0,1,1,65,-1,53360,4
248,14845,59,0,0,1,65,53357,-1,4
247,369040,1494,0,1,1,65,-1,53356,4
38,40660,1070,0,1,1,65,-1,53392,4
294,439937,1496,0,1,1,65,-1,53397,4
348,21040,60,0,0,1,65,53350,-1,4
172,11480,66,0,0,1,65,53354,-1,4
26,39000,1500,0,1,1,65,-1,53401,4
161,241500,1500,0,1,1,65,-1,53354,4
14,912,65,0,0,1,65,53396,-1,4
276,17182,62,0,0,1,65,53361,-1,4
242,14090,58,0,0,1,65,53397,-1,4
377,565500,1500,0,1,1,65,-1,53365,4
321,19492,60,0,0,1,65,53393,-1,4
255,382368,1499,0,1,1,65,-1,53395,4
316,473788,1499,0,1,1,65,-1,53359,4
285,426192,1495,0,1,1,65,-1,53398,4
361,541500,1500,0,1,1,65,-1,53393,4
79,3372,42,0,0,1,65,53358,-1,4
57,84052,1474,0,1,1,65,-1,53403,4
176,9900,56,0,0,1,65,53353,-1,4
212,9344,44,0,0,1,65,53394,-1,4
37,1732,46,0,0,1,65,53363,-1,4
112,165300,1475,0,1,1,65,-1,53404,4
86,4092,47,0,0,1,65,53397,-1,4
365,545611,1494,0,1,1,65,-1,53355,4
151,6808,45,0,0,1,65,53357,-1,4
161,7818,48,0,0,1,65,53365,-1,4
279,13358,47,0,0,1,65,53398,-1,4
192,286812,1493,0,1,1,65,-1,53361,4
475,710928,1496,0,1,1,65,-1,53367,4
301,19018,63,0,0,1,83,53402,-1,4
372,557604,1498,0,1,1,65,-1,53350,4
51,76500,1500,0,1,1,65,-1,53363,4
364,544932,1497,0,1,1,65,-1,53394,4
53,2376,44,0,0,1,65,53395,-1,4
101,7164,70,0,0,1,65,53404,-1,4
271,12392,45,0,0,1,65,53367,-1,4
101,151500,1500,0,1,1,65,-1,53352,4
144,6176,42,0,0,1,65,53392,-1,4
179,8196,45,0,0,1,65,53360,-1,4
139,208500,1500,0,1,1,65,-1,53397,4
189,9106,48,0,0,1,65,53401,-1,4
128,188543,1472,0,1,1,65,-1,53358,4
138,6770,49,0,0,1,65,53356,-1,4
49,1960,40,0,0,1,65,53352,-1,4
294,439540,1495,0,1,1,65,-1,53357,4
305,457188,1498,0,1,1,65,-1,53360,4
420,626217,1490,0,1,1,65,-1,53402,4
483,722374,1495,0,1,1,65,-1,53398,4
220,330000,1500,0,1,1,65,-1,53353,4
220,328188,1491,0,1,1,65,-1,53356,4
50,3162,63,0,0,1,65,53403,-1,4
238,351883,1478,0,1,1,65,-1,53392,4
153,6841,44,0,0,1,65,53359,-1,4
223,10682,47,0,0,1,65,53350,-1,4
226,10820,47,0,0,1,65,53354,-1,4
303,453840,1497,0,1,1,65,-1,53401,4
392,585497,1493,0,1,1,65,-1,53354,4
75,3338,44,0,0,1,65,53361,-1,4
259,388500,1500,0,1,1,65,-1,53365,4
246,11834,48,0,0,1,65,53393,-1,4
89,132668,1490,0,1,1,65,-1,53395,4
274,407852,1488,0,1,1,65,-1,53359,4
159,7630,47,0,0,1,65,53355,-1,4
407,608941,1496,0,1,1,65,-1,53393,4
